pl_name,hostname,sy_snum,sy_pnum,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,rowupdate,pl_pubdate
11 Com b,11 Com,2,1,<a refstr=LIU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...672..553L/abstract target=ref> Liu et al. 2008 </a>,326.03000000000,0.32000000000,-0.32000000000,0,1.2900000000,0.0500000000,-0.0500000000,0,,,,,,,,,0.231000,0.005000,-0.005000,0,,,,,,,,,0,G8 III,4742.00,100.00,-100.00,0,19.000000,2.000000,-2.000000,0,2.700000,0.300000,-0.300000,0,-0.3500,0.0900,-0.0900,0,[Fe/H],12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,78.28058,264.13775,93.18460000,1.92380000,-1.92380000,10.7104000,0.2197390,-0.2197390,2014-05-14,2008-01
11 Com b,11 Com,2,1,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,1.2100000000,0.0600000000,-0.0500000000,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2.600000,0.400000,-0.300000,0,,,,,,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,78.28058,264.13775,93.18460000,1.92380000,-1.92380000,10.7104000,0.2197390,-0.2197390,2014-07-23,2011-08
11 Com b,11 Com,2,1,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,323.21000000000,0.06000000000,-0.05000000000,0,1.1780000000,0.0000000000,0.0000000000,0,,,,,,,,,0.238000,0.007000,-0.007000,0,,,,,,,,,0,G8 III,4874.00,,,0,13.760000,2.850000,-2.450000,0,2.090000,0.640000,-0.630000,0,-0.2600,0.1000,-0.1000,0,[Fe/H],12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,78.28058,264.13775,93.18460000,1.92380000,-1.92380000,10.7104000,0.2197390,-0.2197390,2023-09-19,2023-08
11 UMi b,11 UMi,1,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,516.21997000000,3.20000000000,-3.20000000000,0,1.5300000000,0.0700000000,-0.0700000000,0,,,,,,,,,0.080000,0.030000,-0.030000,0,,,,,,,,,0,,4213.00,46.00,-46.00,0,29.790000,2.840000,-2.840000,0,2.780000,0.690000,-0.690000,0,-0.0200,,,0,[Fe/H],15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,41.04437,108.71900,125.32100000,1.97650000,-1.97650000,7.9538800,0.1248570,-0.1248570,2018-09-04,2017-03
11 UMi b,11 UMi,1,1,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,516.22000000000,3.25000000000,-3.25000000000,0,1.5400000000,0.0700000000,-0.0700000000,0,,,,,,,,,0.080000,0.030000,-0.030000,0,,,,,,,,,0,K4 III,4340.00,70.00,-70.00,0,24.080000,1.840000,-1.840000,0,1.800000,0.250000,-0.250000,0,0.0400,0.0400,-0.0400,0,[Fe/H],15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,41.04437,108.71900,125.32100000,1.97650000,-1.97650000,7.9538800,0.1248570,-0.1248570,2018-04-25,2009-10
11 UMi b,11 UMi,1,1,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,1.5100000000,0.0600000000,-0.0500000000,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1.700000,0.400000,-0.300000,0,,,,,,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,41.04437,108.71900,125.32100000,1.97650000,-1.97650000,7.9538800,0.1248570,-0.1248570,2018-04-25,2011-08
14 And b,14 And,1,1,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,185.84000000000,0.23000000000,-0.23000000000,0,0.8300000000,,,0,,,,,,,,,0.000000,,,0,,,,,,,,,0,K0 III,4813.00,20.00,-20.00,0,11.000000,1.000000,-1.000000,0,2.200000,0.100000,-0.200000,0,-0.2400,0.0300,-0.0300,0,[Fe/H],23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367,-21.05141,106.41269,75.43920000,0.71400000,-0.71400000,13.2289000,0.1245010,-0.1245010,2014-05-14,2008-12
14 And b,14 And,1,1,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,186.76000000000,0.11000000000,-0.12000000000,0,0.7750000000,0.0000000000,0.0000000000,0,,,,,,,,,0.000000,,,0,,,,,,,,,0,K0 III,4888.00,,,0,11.550000,1.120000,-0.510000,0,1.780000,0.430000,-0.290000,0,-0.2100,0.1000,-0.1000,0,[Fe/H],23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367,-21.05141,106.41269,75.43920000,0.71400000,-0.71400000,13.2289000,0.1245010,-0.1245010,2023-09-19,2023-08
14 And b,14 And,1,1,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,0.6800000000,0.0300000000,-0.0600000000,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1.200000,0.400000,-0.300000,0,,,,,,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367,-21.05141,106.41269,75.43920000,0.71400000,-0.71400000,13.2289000,0.1245010,-0.1245010,2014-07-23,2011-08
14 Her b,14 Her,1,2,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1773.40002000000,2.50000000000,-2.50000000000,0,2.9300000000,0.0800000000,-0.0800000000,0,,,,,,,,,0.370000,0.000000,0.000000,0,,,,,,,,,0,,5338.00,25.00,-25.00,0,0.930000,0.010000,-0.010000,0,0.900000,0.040000,-0.040000,0,0.4100,,,0,[Fe/H],16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-09-04,2017-03
14 Her b,14 Her,1,2,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,1724.00000000000,50.00000000000,-50.00000000000,0,2.8200000000,,,0,,,,,,,,,0.370000,0.040000,-0.040000,0,,,,,,,,,0,K0 V,,,,,,,,,1.000000,,,0,0.3500,,,0,[Fe/H],16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-04-25,2003-01
14 Her b,14 Her,1,2,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,1796.40000000000,8.30000000000,-8.30000000000,0,2.8000000000,,,0,,,,,,,,,0.338000,0.011000,-0.011000,0,,,,,,,,,0,,5255.00,50.00,-50.00,0,,,,,0.900000,,,0,0.5100,0.0600,-0.0600,0,[Fe/H],16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-04-25,2004-01
14 Her b,14 Her,1,2,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,1773.40000000000,2.50000000000,-2.50000000000,0,2.7700000000,0.0500000000,-0.0500000000,0,,,,,,,,,0.369000,0.005000,-0.005000,0,,,,,,,,,0,K0 V,,,,,,,,,,,,,,,,,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-04-25,2007-01
14 Her b,14 Her,1,2,<a refstr=GOZDZIEWSKI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...645..688G/abstract target=ref> Gozdziewski et al. 2006</a>,,,,,2.7300000000,,,0,,,,,,,,,0.357000,,,0,,,,,,,,,0,,,,,,,,,,0.900000,,,0,,,,,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-04-25,2006-07
14 Her b,14 Her,1,2,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1765.03890000000,1.67709000000,-1.87256000000,0,2.7740000000,0.1090000000,-0.1200000000,0,,,,,,,,,0.373000,0.008000,-0.006000,0,,,,,,,,,0,,,,,,,,,,0.910000,0.113000,-0.113000,0,,,,,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2023-06-12,2022-09
14 Her b,14 Her,1,2,<a refstr=GOZDZIEWSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385..957G/abstract target=ref> Gozdziewski et al. 2008</a>,1766.00000000000,,,0,2.8640000000,,,0,,,,,,,,,0.359000,,,0,,,,,,,,,0,,5280.00,163.21,-128.17,0,1.002350,0.054000,-0.076000,0,0.910000,0.137622,-0.087564,0,0.4000,0.1000,-0.1000,0,[M/H],16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2018-04-25,2008-04
14 Her b,14 Her,1,2,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1766.41000000000,0.67000000000,-0.68000000000,0,2.8300000000,0.0410000000,-0.0410000000,0,,,,,,,,,0.367400,0.003500,-0.003800,0,,,,,,,,,0,,5314.94,81.56,-81.56,0,0.995819,0.021652,-0.021652,0,0.969205,0.042098,-0.042098,0,0.4052,0.0466,-0.0466,0,[Fe/H],16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,17.93230000,0.00730000,-0.00730000,55.7363000,0.0225960,-0.0225960,2021-09-20,2021-07
16 Cyg B b,16 Cyg B,3,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,798.50000000000,1.00000000000,-1.00000000000,0,1.6600000000,0.0300000000,-0.0300000000,0,,,,,,,,,0.680000,0.020000,-0.020000,0,,,,,,,,,0,,5750.00,8.00,-8.00,0,1.130000,0.010000,-0.010000,0,1.080000,0.040000,-0.040000,0,0.0600,,,0,[Fe/H],19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2018-09-04,2017-03
16 Cyg B b,16 Cyg B,3,1,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,799.45000000000,0.15000000000,-0.15000000000,0,1.6760000000,0.0250000000,-0.0250000000,0,,,,,,,,,0.683200,0.003100,-0.003100,0,,,,,,,,,0,,5711.97,93.25,-93.25,0,1.159464,0.027195,-0.027195,0,0.982996,0.044563,-0.044563,0,0.0739,0.0612,-0.0612,0,[Fe/H],19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2021-09-20,2021-07
16 Cyg B b,16 Cyg B,3,1,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,798.50000000000,1.00000000000,-1.00000000000,0,1.6810000000,0.0970000000,-0.0970000000,0,,,,,,,,,0.681000,0.017000,-0.017000,0,,,,,,,,,0,,5674.00,,,0,,,,,0.990000,,,0,0.0380,,,0,[Fe/H],19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2018-04-25,2006-07
16 Cyg B b,16 Cyg B,3,1,<a refstr=COCHRAN_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...483..457C/abstract target=ref> Cochran et al. 1997 </a>,800.80000000000,11.70000000000,-11.70000000000,0,1.6000000000,,,0,,,,,,,,,0.634000,0.082000,-0.082000,0,,,,,,,,,0,G2.5 V,5760.00,20.00,-20.00,0,,,,,1.000000,0.050000,-0.050000,0,0.0500,0.0600,-0.0600,0,[Fe/H],19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2018-04-25,1997-07
16 Cyg B b,16 Cyg B,3,1,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,799.50000000000,0.60000000000,-0.60000000000,0,1.6800000000,0.0300000000,-0.0300000000,0,,,,,,,,,0.689000,0.011000,-0.011000,0,,,,,,,,,0,,5747.00,143.26,-142.80,0,1.128270,0.079865,-0.046165,0,1.030000,0.148362,-0.116303,0,0.0600,0.1000,-0.1000,0,[M/H],19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2018-04-25,2007-09
16 Cyg B b,16 Cyg B,3,1,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,799.50000000000,0.60000000000,-0.60000000000,0,1.6800000000,0.0300000000,-0.0300000000,0,,,,,,,,,0.689000,0.011000,-0.011000,0,,,,,,,,,0,G3 V,,,,,,,,,,,,,,,,,,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,21.13970000,0.01100000,-0.01110000,47.2754000,0.0245316,-0.0245316,2018-04-25,2007-01
17 Sco b,17 Sco,1,1,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,578.38000000000,2.01000000000,-2.09000000000,0,1.4500000000,0.0200000000,-0.0200000000,0,,,,,,,,,0.060000,0.030000,-0.020000,0,,,,,,,,,0,K3 III,4157.00,11.00,-10.00,0,25.920000,0.780000,-0.740000,0,1.220000,0.130000,-0.140000,0,-0.0100,0.1000,-0.1000,0,[Fe/H],16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,27.34301,1.30262,124.95300000,2.59000000,-2.59000000,7.9805000,0.1645430,-0.1645430,2021-10-25,2020-12
18 Del b,18 Del,2,1,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,982.85000000000,1.06000000000,-0.92000000000,0,2.4760000000,0.0020000000,-0.0020000000,0,,,,,,,,,0.024000,0.007000,-0.018000,0,,,,,,,,,0,G6 III,4980.00,,,0,8.800000,0.610000,-0.400000,0,2.100000,0.130000,-0.090000,0,-0.0600,0.1000,-0.1000,0,[Fe/H],20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,-21.97480,58.69121,76.22200000,0.62170000,-0.62170000,13.0922000,0.1061930,-0.1061930,2023-09-19,2023-08
18 Del b,18 Del,2,1,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,2.5400000000,0.0400000000,-0.0400000000,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2.100000,0.100000,-0.100000,0,,,,,,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,-21.97480,58.69121,76.22200000,0.62170000,-0.62170000,13.0922000,0.1061930,-0.1061930,2014-07-23,2011-08
18 Del b,18 Del,2,1,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,993.30000000000,3.20000000000,-3.20000000000,0,2.6000000000,,,0,,,,,,,,,0.080000,0.010000,-0.010000,0,,,,,,,,,0,G6 III,4979.00,18.00,-18.00,0,8.500000,,,0,2.300000,,,0,-0.0520,0.0230,-0.0230,0,[Fe/H],20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,-21.97480,58.69121,76.22200000,0.62170000,-0.62170000,13.0922000,0.1061930,-0.1061930,2014-05-14,2008-06
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,330.0000000000,,,0,,,,,,,,,,,,,,,,,1700.00,100.00,-100.00,0,0,,4060.00,300.00,-200.00,0,,,,,0.850000,0.200000,-0.100000,0,,,,,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,22.03031,352.89050,139.13500000,1.33200000,-1.30700000,7.1594900,0.0676472,-0.0676472,2015-04-01,2015-03
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,330.0000000000,,,0,,,,,,,,,,,,,,,,,1700.00,100.00,-100.00,0,0,K7 V,4060.00,300.00,-200.00,0,,,,,0.850000,0.200000,-0.100000,0,,,,,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,22.03031,352.89050,139.13500000,1.33200000,-1.30700000,7.1594900,0.0676472,-0.0676472,2015-04-01,2015-03
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,<a refstr=LAFRENIERE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..497L/abstract target=ref> Lafreniere et al. 2010 </a>,,,,,330.0000000000,,,0,,,,,,,,,,,,,,,,,1800.00,200.00,-200.00,0,0,,3993.00,142.70,-159.97,0,1.313160,0.176833,-0.102363,0,0.623000,0.057710,-0.109728,0,,,,,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,22.03031,352.89050,139.13500000,1.33200000,-1.30700000,7.1594900,0.0676472,-0.0676472,2015-04-01,2010-08
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,<a refstr=LAFRENIERE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...689L.153L/abstract target=ref> Lafreniere et al. 2008 </a>,,,,,330.0000000000,,,0,18.64700000,,,0,,,,,,,,,,,,,1800.00,200.00,-100.00,0,0,K7 V,4060.00,300.00,-200.00,0,1.352000,,,0,0.850000,0.200000,-0.100000,0,,,,,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,22.03031,352.89050,139.13500000,1.33200000,-1.30700000,7.1594900,0.0676472,-0.0676472,2014-05-14,2008-12
24 Boo b,24 Boo,1,1,<a refstr=TAKARADA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASJ...70...59T/abstract target=ref>Takarada et al. 2018</a>,30.35060000000,0.00780000000,-0.00770000000,0,0.1900000000,0.0120000000,-0.0090000000,0,,,,,,,,,0.042000,0.048000,-0.029000,0,,,,,,,,,0,G3 IV,4893.00,15.00,-15.00,0,10.640000,0.840000,-0.590000,0,0.990000,0.190000,-0.130000,0,-0.7700,0.0300,-0.0300,0,[Fe/H],14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,60.64470,90.16373,95.98630000,0.63685000,-0.63685000,10.3900000,0.0685994,-0.0685994,2018-04-25,2018-08
24 Boo b,24 Boo,1,1,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,30.33000000000,0.00000000000,-0.01000000000,0,0.1940000000,0.0000000000,0.0000000000,0,,,,,,,,,0.032000,0.039000,-0.023000,0,,,,,,,,,0,G3 IV,4816.00,,,0,12.190000,1.450000,-1.280000,0,1.050000,0.270000,-0.180000,0,-0.7800,0.1000,-0.1000,0,[Fe/H],14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,60.64470,90.16373,95.98630000,0.63685000,-0.63685000,10.3900000,0.0685994,-0.0685994,2023-09-19,2023-08
24 Sex b,24 Sex,1,2,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,452.80000000000,2.10000000000,-4.50000000000,0,1.3330000000,0.0040000000,-0.0090000000,0,,,,,,,,,0.090000,0.140000,-0.060000,0,,,,,,,,,0,,5098.00,44.00,-44.00,0,4.900000,0.080000,-0.080000,0,1.540000,0.080000,-0.080000,0,-0.0300,0.0400,-0.0400,0,[Fe/H],10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,44.71580,245.08569,72.06910000,0.68540000,-0.67280000,13.8488000,0.1297560,-0.1297560,2014-05-14,2011-01
24 Sex c,24 Sex,1,2,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,883.00000000000,32.40000000000,-13.80000000000,0,2.0800000000,0.0500000000,-0.0200000000,0,,,,,,,,,0.290000,0.160000,-0.090000,0,,,,,,,,,0,,5098.00,44.00,-44.00,0,4.900000,0.080000,-0.080000,0,1.540000,0.080000,-0.080000,0,-0.0300,0.0400,-0.0400,0,[Fe/H],10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,44.71580,245.08569,72.06910000,0.68540000,-0.67280000,13.8488000,0.1297560,-0.1297560,2014-05-14,2011-01
2M0437 b,2MASS J04372171+2651014,1,1,<a refstr=GAIDOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2819G/abstract target=ref>Gaidos et al. 2021</a>,,,,,118.0000000000,1.3000000000,-1.3000000000,0,,,,,,,,,,,,,,,,,1450.00,50.00,-50.00,0,0,M V,3100.00,100.00,-100.00,0,0.840000,0.110000,-0.110000,0,0.170000,0.010000,-0.020000,0,0.0100,0.0500,-0.0500,0,[Fe/H],04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,-13.44593,172.81975,128.48400000,1.19600000,-1.17400000,7.7552400,0.0712473,-0.0712473,2021-12-13,2021-10
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,,,,,84.0000000000,,,0,,,,,,,,,,,,,,,,,,,,,0,M5.5/M6,,,,,,,,,0.190000,0.020000,-0.020000,0,,,,,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,-61.77586,299.26888,,,,,,,2020-09-08,2013-05
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,<a refstr=HINKLEY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>,,,,,,,,,11.20900000,,,0,,,,,,,,,,,,,1600.00,100.00,-100.00,0,0,,3309.00,157.00,-157.00,0,0.366450,0.011155,-0.011155,0,0.353185,0.020403,-0.020403,0,,,,,,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,-82.51990,195.45385,33.82810000,0.08640000,-0.08600000,29.5326000,0.0747585,-0.0747585,2015-09-02,2015-05
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,<a refstr=BOWLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...55B/abstract target=ref> Bowler et al. 2013 </a>,,,,,52.0000000000,6.0000000000,-6.0000000000,0,,,,,,,,,,,,,,,,,,,,,0,M3.5 V,3530.00,50.00,-50.00,0,,,,,0.400000,0.050000,-0.050000,0,,,,,,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,-82.51990,195.45385,33.82810000,0.08640000,-0.08600000,29.5326000,0.0747585,-0.0747585,2014-05-14,2013-09
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>,,,,,156.0000000000,10.0000000000,-10.0000000000,0,16.14096000,0.33627000,-0.33627000,0,,,,,,,,,,,,,,,,,0,M6,3064.00,76.00,-76.00,0,0.281000,0.013000,-0.013000,0,0.108000,0.011000,-0.011000,0,,,,,,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,-67.98402,252.45343,,,,,,,2015-05-14,2015-06
2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,<a refstr=DUPUY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...57D/abstract target=ref>Dupuy et al. 2018</a>,,,,,1950.0000000000,200.0000000000,-200.0000000000,0,,,,,,,,,,,,,,,,,,,,,0,M6 V,,,,,,,,,0.046000,0.012000,-0.011000,0,,,,,,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,-54.76650,181.38690,66.06130000,0.45430000,-0.44820000,15.1097000,0.1026280,-0.1026280,2024-05-13,2018-08
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,572.0000000000,7.0000000000,-7.0000000000,0,,,,,,,,,,,,,,,,,2369.00,21.00,-5.00,0,0,,,,,,,,,,,,,,,,,,,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,-24.41615,171.79480,117.43500000,2.32000000,-2.23300000,8.4918300,0.1637470,-0.1637470,2024-05-08,2024-01
