pl_name,hostname,sy_snum,sy_pnum,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,rowupdate,pl_pubdate
CoRoTID 223977153 b,CoRoTID 223977153,1,1,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,6.71837,1e-05,-1e-05,0.0,0.071,0.001,-0.001,0.0,6.38913,0.67254,-0.56045,0.0,1.1,1.3,-0.8,0.0,,,,,132.26,36.74,-29.39,0.0,938.0,65.0,-52.0,0.0,0,G0 VI,5970.0,100.0,-100.0,0.0,0.79,0.08,-0.09,0.0,1.08,0.08,-0.07,0.0,0.0,0.2,-0.2,0.0,[Fe/H],06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,1.86373,203.48237,576.683,10.436,-10.436,1.70589,0.0311319,-0.0311319,2017-09-14,2018-01
EPIC 201595106 b,EPIC 201595106,1,2,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,0.87724,4e-05,-4e-05,0.0,0.0177,0.0003,-0.0003,0.0,1.565,0.079,-0.079,0.0,11.1,2.0,-2.0,0.0,0.0,,,0.0,2852.0,107.0,-107.0,0.0,2038.0,39.0,-39.0,0.0,0,,5679.0,60.0,-39.0,0.0,0.98,0.025,-0.025,0.0,0.958,0.048,-0.048,0.0,0.01,0.1,-0.1,0.0,[Fe/H],12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,63.35883,282.19917,232.1,2.706,-2.646,4.28034,0.0492937,-0.0492937,2025-01-29,2024-11
EPIC 220674823 b,EPIC 220674823,1,2,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,0.5713127,5.5e-06,-5.5e-06,0.0,0.01314,0.00032,-0.00034,0.0,1.676,0.037,-0.037,0.0,9.09,0.98,-0.98,0.0,0.0,,,0.0,4656.0,300.0,-274.0,0.0,2299.0,36.0,-35.0,0.0,0,,5578.0,46.0,-46.0,0.0,0.99,0.012,-0.012,0.0,0.913,0.024,-0.024,0.0,-0.005,0.059,-0.059,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2025-02-24,2024-03
EPIC 220674823 b,EPIC 220674823,1,2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.571292,1.2e-05,-1.2e-05,0.0,0.01326,0.00028,-0.00023,0.0,1.725,0.039,-0.039,0.0,8.77,1.0,-0.94,0.0,0.0,,,0.0,4670.0,300.0,-300.0,0.0,2300.0,36.0,-36.0,0.0,0,,5532.0,62.0,-62.0,0.0,0.988,0.011,-0.011,0.0,0.95,0.06,-0.048,0.0,0.11,0.05,-0.05,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2023-04-17,2023-04
EPIC 220674823 b,EPIC 220674823,1,2,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,0.571336,2e-05,-2e-05,0.0,0.01312,0.00014,-0.00014,0.0,1.82,0.2,-0.14,0.0,8.57,4.64,-2.8,0.0,,,,,4293.0,483.0,-483.0,0.0,2063.0,58.0,-58.0,0.0,0,,5496.0,46.0,-46.0,0.0,0.95,0.05,-0.05,0.0,0.92,0.03,-0.03,0.0,0.06,0.03,-0.03,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2018-10-24,2017-06
EPIC 220674823 c,EPIC 220674823,1,2,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,13.3387,0.0018,-0.0018,0.0,0.1071,0.0015,-0.0015,0.0,2.77,0.37,-0.23,0.0,1.3,1.6,-1.6,0.0,,,,,64.0,7.0,-7.0,0.0,722.0,20.0,-20.0,0.0,0,,5496.0,46.0,-46.0,0.0,0.95,0.05,-0.05,0.0,0.92,0.03,-0.03,0.0,0.06,0.03,-0.03,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2018-10-24,2017-06
EPIC 220674823 c,EPIC 220674823,1,2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,13.3397,0.00096,-0.00096,0.0,0.1083,0.0023,-0.0018,0.0,2.836,0.086,-0.073,0.0,2.12,0.58,-0.57,0.0,0.13,,,1.0,70.0,4.5,-4.5,0.0,805.0,12.0,-12.0,0.0,0,,5532.0,62.0,-62.0,0.0,0.988,0.011,-0.011,0.0,0.95,0.06,-0.048,0.0,0.11,0.05,-0.05,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2023-04-17,2023-04
EPIC 220674823 c,EPIC 220674823,1,2,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,13.33989,0.00068,-0.0007,0.0,0.1073,0.0026,-0.0027,0.0,2.84,0.1,-0.08,0.0,1.72,0.66,-0.58,0.0,0.17,0.11,-0.11,0.0,70.0,5.0,-4.0,0.0,804.0,13.0,-12.0,0.0,0,,5578.0,46.0,-46.0,0.0,0.99,0.012,-0.012,0.0,0.913,0.024,-0.024,0.0,-0.005,0.059,-0.059,0.0,[Fe/H],00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,2025-02-24,2024-03
EPIC 229004835 b,EPIC 229004835,1,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,16.141132,1.9e-05,-1.9e-05,0.0,0.1237,0.0017,-0.0017,0.0,2.332,0.08,-0.094,0.0,4.49,0.92,-0.81,0.0,0.23,,,1.0,69.7,3.7,-3.7,0.0,804.0,10.0,-10.0,0.0,0,,5868.0,60.0,-60.0,0.0,0.999,0.008,-0.008,0.0,0.97,0.04,-0.04,0.0,-0.12,0.05,-0.05,0.0,[Fe/H],12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,60.81426,289.77763,121.971,0.879,-0.866,8.17036,0.0582184,-0.0582184,2023-05-03,2023-04
EPIC 246851721 b,EPIC 246851721,2,1,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,6.180235,1.4e-05,-1.4e-05,0.0,0.07229,0.00074,-0.00075,0.0,11.780659,0.493196,-0.493196,0.0,3.1,1.3,-1.3,0.0,,,,,642.0,30.0,-29.0,0.0,1401.0,16.0,-16.0,0.0,0,F5 V,6202.0,52.0,-50.0,0.0,1.586,0.034,-0.033,0.0,1.317,0.041,-0.04,0.0,0.141,0.082,-0.085,0.0,[Fe/H],05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,-12.64088,186.97531,372.632,19.456,-17.644,2.66391,0.130014,-0.130014,2019-12-02,2018-12
EPIC 249893012 b,EPIC 249893012,1,3,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,3.5951,0.0003,-0.0003,0.0,0.047,0.005,-0.007,0.0,1.95,0.09,-0.08,0.0,6.39,1.19,-1.04,0.0,0.06,0.08,-0.04,0.0,1037.0,482.0,-207.0,0.0,1616.0,149.0,-79.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,321.296,4.189,-4.085,3.08429,0.0397632,-0.0397632,2020-02-06,2020-04
EPIC 249893012 c,EPIC 249893012,1,3,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,15.624,0.001,-0.001,0.0,0.13,0.01,-0.02,0.0,3.67,0.17,-0.14,0.0,1.62,0.3,-0.29,0.0,0.07,0.08,-0.05,0.0,160.0,68.0,-29.0,0.0,990.0,92.0,-49.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,321.296,4.189,-4.085,3.08429,0.0397632,-0.0397632,2020-02-06,2020-04
EPIC 249893012 d,EPIC 249893012,1,3,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,35.747,0.005,-0.005,0.0,0.22,0.02,-0.04,0.0,3.94,0.13,-0.12,0.0,0.91,0.25,-0.23,0.0,0.15,0.21,-0.11,0.0,53.0,23.0,-10.0,0.0,752.0,69.0,-37.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,321.296,4.189,-4.085,3.08429,0.0397632,-0.0397632,2020-02-06,2020-04
G 9-40 b,G 9-40,1,1,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,5.7459982,2e-06,-2e-06,0.0,0.0418,0.00064,-0.00064,0.0,1.9,0.065,-0.065,0.0,3.2,0.63,-0.58,0.0,0.0,,,0.0,6.27,0.19,-0.19,0.0,440.6,7.6,-7.6,0.0,0,,3395.0,51.0,-51.0,0.0,0.3026,0.0095,-0.0095,0.0,0.2952,0.0136,-0.0136,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,27.9276,0.0451,-0.045,35.7781,0.0572949,-0.0572949,2024-10-22,2022-10
GJ 1132 b,GJ 1132,1,2,<a refstr=XUE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240813340X/abstract target=ref>Xue et al. 2024</a>,1.62892911,2.9e-07,-3e-07,0.0,0.0157,0.00013,-0.00013,0.0,1.19151465,0.03811053,-0.04483592,0.0,5.97,0.96,-0.79,0.0,0.0118,0.047,-0.0099,0.0,19.3,1.5,-1.1,0.0,583.8,11.0,-8.5,0.0,0,,3229.0,78.0,-62.0,0.0,0.2211,0.0069,-0.0081,0.0,0.1945,0.0048,-0.0046,0.0,-0.17,0.15,-0.15,0.0,[Fe/H],10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,7.75911,277.25461,12.613,0.007,-0.007,79.2543,0.0437672,-0.0437672,2024-09-03,2024-08
GJ 1214 b,GJ 1214,1,1,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>,1.58040433,1.3e-07,-1.3e-07,0.0,0.0149,0.00026,-0.00026,0.0,2.742,0.05,-0.053,0.0,2.2,0.17,-0.16,0.0,0.063,,,1.0,21.0,2.7,-2.5,0.0,596.0,19.0,-19.0,0.0,0,M4 V,3250.0,100.0,-100.0,0.0,0.215,0.008,-0.008,0.0,0.178,0.01,-0.01,0.0,0.29,0.12,-0.12,0.0,[Fe/H],17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,14.6427,0.0372,-0.0372,68.2653,0.172281,-0.172281,2021-08-16,2021-11
GJ 1214 b,GJ 1214,1,1,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,1.580404531,1.8e-08,-1.7e-08,0.0,0.01505,0.00011,-0.00011,0.0,2.733,0.033,-0.031,0.0,2.26,0.11,-0.11,0.0,0.0062,0.0079,-0.0044,0.0,17.2,1.0,-0.9,0.0,567.0,7.6,-7.6,0.0,0,,3101.0,43.0,-43.0,0.0,0.2162,0.0025,-0.0024,0.0,0.182,0.0042,-0.0041,0.0,0.24,0.11,-0.11,0.0,[Fe/H],17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,14.6427,0.0372,-0.0372,68.2653,0.172281,-0.172281,2024-03-25,2024-03
GJ 3473 b,GJ 3473,2,2,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.1980035,1.8e-06,-1.9e-06,0.0,0.01589,0.00062,-0.00062,0.0,1.264,0.05,-0.049,0.0,5.03,1.07,-0.93,0.0,0.0,,,0.0,59.4,5.0,-4.5,0.0,773.0,16.0,-15.0,0.0,0,,3347.0,54.0,-54.0,0.0,0.364,0.012,-0.012,0.0,0.36,0.016,-0.016,0.0,0.11,0.19,-0.19,0.0,[Fe/H],08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,17.28798,218.15071,27.3644,0.0376,-0.0376,36.515,0.0498293,-0.0498293,2020-10-16,2020-10
GJ 357 b,GJ 357,1,3,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,3.93072,8e-05,-6e-05,0.0,0.035,0.002,-0.002,0.0,1.217,0.084,-0.083,0.0,5.6,1.7,-1.3,0.0,,,,,12.6,1.1,-0.8,0.0,525.0,11.0,-9.0,0.0,0,M2.5 V,3505.0,51.0,-51.0,0.0,0.337,0.015,-0.015,0.0,0.342,0.011,-0.011,0.0,-0.12,0.16,-0.16,0.0,[Fe/H],09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,22.08045,253.88843,9.44181,0.00511,-0.00511,105.883,0.0568648,-0.0568648,2019-08-09,2019-08
GJ 367 b,GJ 367,1,3,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,2e-07,-2e-07,0.0,0.00709,0.00027,-0.00027,0.0,0.699,0.024,-0.024,0.0,10.2,1.3,-1.3,0.0,0.06,0.07,-0.04,0.0,579.0,57.0,-52.0,0.0,1365.0,32.0,-32.0,0.0,0,M1.0 V,3522.0,70.0,-70.0,0.0,0.458,0.013,-0.013,0.0,0.455,0.011,-0.011,0.0,-0.01,0.12,-0.12,0.0,[Fe/H],09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,5.6589,272.24323,9.41263,0.002835,-0.002835,106.211,0.0317349,-0.0317349,2023-08-10,2023-07
GJ 3929 b,GJ 3929,1,2,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.6162745,2.9e-06,-3e-06,0.0,0.02569,0.00088,-0.00088,0.0,1.15,0.04,-0.039,0.0,4.4,1.6,-1.6,0.0,,,,,17.5,1.3,-1.2,0.0,568.8,9.4,-9.3,0.0,0,M3.5 V,3369.0,51.0,-51.0,0.0,0.315,0.01,-0.01,0.0,0.309,0.014,-0.014,0.0,0.0,0.16,-0.16,0.0,[Fe/H],15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,49.59735,56.66419,15.8095,0.0096,-0.0095,63.224,0.0379804,-0.0379804,2022-02-22,2022-02
GJ 3929 b,GJ 3929,1,2,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.616235,5e-06,-5e-06,0.0,0.0252,0.0005,-0.0005,0.0,1.09,0.04,-0.04,0.0,7.3,2.0,-2.0,0.0,0.0,,,0.0,17.3,0.7,-0.7,0.0,568.0,6.0,-6.0,0.0,0,,3384.0,88.0,-88.0,0.0,0.32,0.01,-0.01,0.0,0.313,0.027,-0.022,0.0,-0.02,0.12,-0.12,0.0,[Fe/H],15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,49.59735,56.66419,15.8095,0.0096,-0.0095,63.224,0.0379804,-0.0379804,2022-08-01,2022-07
GJ 486 b,GJ 486,1,1,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...975L..22W/abstract target=ref>Weiner Mansfield et al. 2024</a>,1.46712127,3.1e-07,-3.5e-07,0.0,0.01714,0.00013,-0.00013,0.0,1.289,0.019,-0.014,0.0,6.66,0.23,-0.29,0.0,0.00086,0.0016,-0.00043,0.0,39.2,1.7,-1.6,0.0,696.3,7.2,-7.3,0.0,0,,3317.0,36.0,-37.0,0.0,0.3243,0.0044,-0.0034,0.0,0.312,0.007,-0.0069,0.0,-0.15,0.13,-0.12,0.0,[Fe/H],12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,72.60142,300.0371,8.07426,0.004095,-0.004095,123.821,0.0623236,-0.0623236,2025-04-16,2024-11
GJ 486 b,GJ 486,1,1,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,1.467119,3.1e-05,-3e-05,0.0,0.01734,0.00026,-0.00027,0.0,1.305,0.063,-0.067,0.0,7.0,1.2,-1.0,0.0,0.05,,,1.0,40.3,1.5,-1.4,0.0,701.0,13.0,-13.0,0.0,0,M3.5 V,3340.0,54.0,-54.0,0.0,0.328,0.011,-0.011,0.0,0.323,0.015,-0.015,0.0,0.07,0.16,-0.16,0.0,[Fe/H],12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,72.60142,300.0371,8.07426,0.004095,-0.004095,123.821,0.0623236,-0.0623236,2024-07-12,2021-03
GJ 486 b,GJ 486,1,1,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,1.4671205,1.2e-06,-1.1e-06,0.0,0.01713,0.00091,-0.00098,0.0,1.343,0.063,-0.062,0.0,6.79,1.08,-0.91,0.0,0.0,,,0.0,41.3,4.4,-4.8,0.0,706.0,19.0,-20.0,0.0,0,M3.5 V,3291.0,75.0,-75.0,0.0,0.339,0.015,-0.015,0.0,0.333,0.019,-0.019,0.0,-0.15,0.13,-0.13,0.0,[Fe/H],12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,72.60142,300.0371,8.07426,0.004095,-0.004095,123.821,0.0623236,-0.0623236,2024-08-29,2022-09
GJ 806 b,GJ 806,1,2,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.9263237,9e-07,-9e-07,0.0,0.01406,0.0003,-0.0003,0.0,1.331,0.023,-0.023,0.0,4.4,0.45,-0.45,0.0,,,,,130.0,6.0,-6.0,0.0,940.0,10.0,-10.0,0.0,0,M1.5 V,3600.0,16.0,-16.0,0.0,0.4144,0.0038,-0.0038,0.0,0.413,0.011,-0.011,0.0,-0.28,0.07,-0.07,0.0,[Fe/H],20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,1.00774,84.07015,12.0445,0.00435,-0.00435,82.9968,0.0295717,-0.0295717,2023-11-28,2023-10
GJ 9827 b,GJ 9827,1,3,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,1.208966,1.2e-05,-1.2e-05,0.0,0.0206,0.002,-0.0023,0.0,1.58,0.14,-0.13,0.0,5.11,1.74,-1.27,0.0,,,,,256.0,44.0,-23.0,0.0,1114.0,46.0,-26.0,0.0,0,K6 V,4219.0,70.0,-70.0,0.0,0.622,0.051,-0.051,0.0,0.637,0.051,-0.051,0.0,-0.29,0.12,-0.12,0.0,[Fe/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2021-07-12,2018-10
GJ 9827 b,GJ 9827,1,3,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,1.2089802,8.4e-06,-8.1e-06,0.0,0.01888,0.0003,-0.00031,0.0,1.62,0.11,-0.11,0.0,4.5,1.5,-0.98,0.0,,,,,315.0,48.0,-44.0,0.0,1172.0,43.0,-43.0,0.0,0,K5 V,4269.0,98.0,-99.0,0.0,0.613,0.033,-0.034,0.0,0.614,0.03,-0.029,0.0,-0.5,0.1,-0.1,0.0,[M/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2019-08-23,2018-02
GJ 9827 b,GJ 9827,1,3,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.2089819,7.1e-06,-7.1e-06,0.0,0.0188,0.00016,-0.00016,0.0,1.577,0.027,-0.031,0.0,7.19,0.81,-0.76,0.0,0.063,,,1.0,318.0,16.0,-16.0,0.0,1175.0,14.0,-14.0,0.0,0,,4305.0,49.0,-49.0,0.0,0.602,0.005,-0.004,0.0,0.606,0.015,-0.014,0.0,-0.26,0.09,-0.09,0.0,[Fe/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2023-04-17,2023-04
GJ 9827 c,GJ 9827,1,3,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,3.64823,0.00012,-0.00012,0.0,0.0429,0.0042,-0.0048,0.0,1.24,0.11,-0.11,0.0,4.13,2.31,-1.77,0.0,,,,,59.0,10.0,-5.0,0.0,771.0,31.0,-18.0,0.0,0,K6 V,4219.0,70.0,-70.0,0.0,0.622,0.051,-0.051,0.0,0.637,0.051,-0.051,0.0,-0.29,0.12,-0.12,0.0,[Fe/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2021-07-12,2018-10
GJ 9827 c,GJ 9827,1,3,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.648096,6.3e-05,-6.3e-05,0.0,0.03925,0.00033,-0.00033,0.0,1.241,0.024,-0.026,0.0,3.7,,,1.0,0.094,,,1.0,73.0,3.7,-3.7,0.0,813.0,10.0,-10.0,0.0,0,,4305.0,49.0,-49.0,0.0,0.602,0.005,-0.004,0.0,0.606,0.015,-0.014,0.0,-0.26,0.09,-0.09,0.0,[Fe/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2023-04-17,2023-04
GJ 9827 c,GJ 9827,1,3,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,3.648083,6e-05,-5.8e-05,0.0,0.03942,0.00062,-0.00064,0.0,1.269,0.087,-0.089,0.0,6.4,2.0,-1.1,0.0,,,,,72.0,11.0,-10.0,0.0,811.0,30.0,-30.0,0.0,0,K5 V,4269.0,98.0,-99.0,0.0,0.613,0.033,-0.034,0.0,0.614,0.03,-0.029,0.0,-0.5,0.1,-0.1,0.0,[M/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2019-08-23,2018-02
GJ 9827 d,GJ 9827,1,3,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,6.201467,6.2e-05,-6.1e-05,0.0,0.05615,0.00089,-0.00091,0.0,2.07,0.14,-0.14,0.0,3.23,1.1,-0.72,0.0,,,,,35.6,5.4,-5.0,0.0,680.0,25.0,-25.0,0.0,0,K5 V,4269.0,98.0,-99.0,0.0,0.613,0.033,-0.034,0.0,0.614,0.03,-0.029,0.0,-0.5,0.1,-0.1,0.0,[M/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2019-08-23,2018-02
GJ 9827 d,GJ 9827,1,3,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,6.20142,0.00013,-0.00013,0.0,0.0611,0.006,-0.0068,0.0,2.04,0.18,-0.18,0.0,1.51,0.71,-0.53,0.0,,,,,29.0,5.0,-3.0,0.0,646.0,26.0,-15.0,0.0,0,K6 V,4219.0,70.0,-70.0,0.0,0.622,0.051,-0.051,0.0,0.637,0.051,-0.051,0.0,-0.29,0.12,-0.12,0.0,[Fe/H],23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,2021-07-12,2018-10
